collective_deg,radial_index,r_over_R,geometric_pitch_deg,alpha_mean_deg,alpha_min_deg,alpha_max_deg,radial_thrust_contribution_N,total_thrust_N,CT_over_sigma,total_torque_Nm,induced_initial_mps,induced_final_mps,BEMT_thrust_N,momentum_thrust_N,closure_residual_N,outer_iterations,exit_reason,diagnostic_converged,flap_converged,flap_exit_reason,has_NaN,has_Inf,has_unexpected_complex,denominator_near_zero,thrust_sign_jump,branch_switch,region_class,production_returned,production_numerical_converged,production_physical_converged,production_success,production_physical_status,production_physical_branch_supported,production_closure_residual_satisfied,production_closure_residual_N,production_error_identifier,production_thrust_N,production_torque_Nm,production_induced_velocity_mps,pitch_025R_deg,pitch_050R_deg,pitch_075R_deg,pitch_090R_deg,alpha_mean_025R_deg,alpha_mean_050R_deg,alpha_mean_075R_deg,alpha_mean_090R_deg
8,11,0.8975,2.75,1.1256795652697,0.403493371618492,1.84812397939882,902.234018747617,8065.59968862417,0.0273817722868468,2304.36485809198,16.269694194372,5.99666419252667,8065.59968862417,3996.70974270835,4068.88994591581,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,1,1,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,7.48780487804878,5.65853658536585,3.82926829268293,2.73170731707317,1.56505574624535,2.73713972105091,1.88342983469103,1.11158931692634
8,12,0.965833333333333,2.25,0.740546110551155,0.0182715896391677,1.46306063530893,687.40571894139,8065.59968862417,0.0273817722868468,2304.36485809198,16.269694194372,5.99666419252667,8065.59968862417,3996.70974270835,4068.88994591581,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,1,1,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,7.48780487804878,5.65853658536585,3.82926829268293,2.73170731707317,1.56505574624535,2.73713972105091,1.88342983469103,1.11158931692634
10,1,0.214166666666667,9.75,-1.39548486296166,-1.40032983635499,-1.39063980887615,-66.1289231961423,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
10,2,0.2825,9.25,0.755056550834765,0.750133337480465,0.759979827354237,59.5957348243838,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
10,3,0.350833333333333,8.75,1.89202595848499,1.88706467217668,1.89698729644511,231.619140959725,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
10,4,0.419166666666667,8.25,2.50181924016281,2.49683667450543,2.50680184942319,435.289928776124,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
10,5,0.4875,7.75,2.80322622231592,2.79823058955061,2.80822189276922,657.673580865789,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
10,6,0.555833333333333,7.25,2.90888877747292,2.90388455579395,2.9138930323203,885.982323268773,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
10,7,0.624166666666667,6.75,2.88262022246685,2.87761005756155,2.88763041697947,1107.13278811759,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
10,8,0.6925,6.25,2.76324612802349,2.75823168189733,2.76826060088106,1307.63762597207,10949.0505233153,0.0371707523012145,3384.30241124546,16.269694194372,9.94100533114753,10949.0505233153,10983.5761075031,-34.5255841877824,20,COUPLED_MAX_ITER,0,1,converged,0,0,0,0,0,0,NORMAL_POSITIVE_THRUST_REGION,0,0,0,0,NOT_RUN,0,0,NaN,rotor_model_bemt:CoupledSolveNotConverged,NaN,NaN,NaN,9.48780487804878,7.65853658536585,5.82926829268293,4.73170731707317,-0.267761926458654,2.82255473850318,2.60546057967667,2.04698472125322
