maxAbsCT_eq12MinusUniform_pct,maxAbsCP_eq12MinusUniform_pct,maxAbsFM_eq12MinusUniform_pct,maxEq12Beta1_deg,maxUniformBeta1_deg,maxNormalizedCancellationResidual,maxEq12UP1revRatio_pct,maxUniformUP1revRatio_pct,maxEq12BladeThrust1revRatio_pct,maxUniformBladeThrust1revRatio_pct,maxEq12FixedAxisH_N,maxUniformFixedAxisH_N,integralPerformanceRobust,cancellationEffective,localNormalFlowNearlyAxisymmetric,localThrustNearlyAxisymmetric,eq12FlapStateNonobjective,decision,legacyIdentityMaxAbsDiff
4.7544e-08,2.5167e-07,1.8036e-07,4.118,5.9413e-16,9.147e-07,0.011032,2.0668e-14,0.0058066,2.3963e-14,0.01628,4.0219e-13,1,1,1,1,1,INTEGRAL_HOVER_PERFORMANCE_ROBUST_BUT_EQ12_FIRST_HARMONIC_FLAP_STATE_IS_STRICT_HOVER_NONOBJECTIVE,0
