pointId,betaMDeg,speedMps,parameter,codePath,layer,referenceValue,perturbation,output,outputScale,derivative,normalizedSensitivity,fixedStateResidualDerivative,baselineStatus,finiteReal
B45_V035,45,35,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,fuselageMyNm,2000,101.135020739261,0.0202270041478522,1.26405019112175,CREDIBLE,1
B45_V035,45,35,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,horizontalTailMyNm,10000,8602.11805175606,0.344084722070243,1.26405019112175,CREDIBLE,1
B45_V035,45,35,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,verticalTailMyNm,2000,-51.1096743352457,-0.0102219348670491,1.26405019112175,CREDIBLE,1
B45_V035,45,35,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,totalMyNm,1000,1.04435370933764,0.000417741483735057,1.26405019112175,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,thetaDeg,10,10.85603630262,0.03256810890786,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,collectiveDeg,20,-1.66368976551023,-0.00249553464826535,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,cyclicLongDeg,20,18.6838852999598,0.0280258279499397,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,elevatorDeg,20,10.6765058856917,0.0160147588285375,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,minimumMarginProxy,0.2,0.266912647142292,0.0400368970713438,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,rotorLeftMyNm,5000,-3570.91292940777,-0.0214254775764466,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,rotorRightMyNm,5000,-3570.91292940845,-0.0214254775764507,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,wingMyNm,10000,20280.858221549,0.060842574664647,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,fuselageMyNm,2000,73.1173264732377,0.00109675989709856,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,horizontalTailMyNm,10000,-13175.186795848,-0.0395255603875441,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,verticalTailMyNm,2000,-36.950763671431,-0.000554261455071465,0.687199757765343,CREDIBLE,1
B45_V035,45,35,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,totalMyNm,1000,0.0121296866915088,3.63890600745265e-07,0.687199757765343,CREDIBLE,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,thetaDeg,10,5.90204488525448,0.590204488525448,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,collectiveDeg,20,0.00983569886706448,0.000491784943353224,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,cyclicLongDeg,20,0,0,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,elevatorDeg,20,-47.0055758954485,-2.35027879477243,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,minimumMarginProxy,0.2,-1.17513939738621,-5.87569698693106,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,rotorLeftMyNm,5000,-2739.89162741032,-0.547978325482064,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,rotorRightMyNm,5000,-2739.89162741032,-0.547978325482065,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,wingMyNm,10000,-22228.9527153302,-2.22289527153302,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,fuselageMyNm,2000,-1179.95207721027,-0.589976038605136,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,horizontalTailMyNm,10000,11243.9789972236,1.12439789972236,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,verticalTailMyNm,2000,-47.5048927516119,-0.0237524463758059,0.960820642578421,FAILED,1
B75_V040,75,40,cgX,mass.baselineCG,GEOMETRY,1,0.05,totalMyNm,1000,-17692.2139428891,-17.6922139428891,0.960820642578421,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,thetaDeg,10,4.76215337949425,0.238107668974713,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,collectiveDeg,20,0.00793608105501183,0.000198402026375296,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,cyclicLongDeg,20,0,0,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,elevatorDeg,20,-37.9271534624956,-0.948178836562391,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,minimumMarginProxy,0.2,-0.948178836562392,-2.37044709140598,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,rotorLeftMyNm,5000,-9378.39471777539,-0.937839471777539,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,rotorRightMyNm,5000,-9378.3947177754,-0.93783947177754,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,wingMyNm,10000,-5557.1434313831,-0.277857171569155,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,fuselageMyNm,2000,736.616696504534,0.184154174126134,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,horizontalTailMyNm,10000,9372.14592831808,0.468607296415904,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,verticalTailMyNm,2000,37.5371156837808,0.0093842789209452,0.775252536891779,FAILED,1
B75_V040,75,40,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,totalMyNm,1000,-14167.6331264275,-7.08381656321374,0.775252536891779,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,thetaDeg,10,-0.0109108201059706,-0.00490986904768675,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,collectiveDeg,20,0.00302867682873872,0.000681452286466211,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,cyclicLongDeg,20,0,0,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,elevatorDeg,20,-0.300115837272704,-0.0675260633863584,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,minimumMarginProxy,0.2,-0.00750289593181783,-0.168815158465901,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,rotorLeftMyNm,5000,-0.749117457950079,-0.000674205712155072,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,rotorRightMyNm,5000,-0.749117457950079,-0.000674205712155072,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,wingMyNm,10000,0.521508516279331,0.000234678832325699,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,fuselageMyNm,2000,-0.0712146861079393,-0.000160233043742863,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,horizontalTailMyNm,10000,-113.175688843391,-0.0509290599795258,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,verticalTailMyNm,2000,0.0497155340451311,0.000111859951601545,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArea,htail.S,GEOMETRY,4.5,0.09,totalMyNm,1000,-114.173914395077,-0.513782614777847,0.0116632997292033,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,thetaDeg,10,-0.0481369121908948,-0.0240684560954474,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,collectiveDeg,20,-8.02196834825963e-05,-2.00549208706491e-05,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,cyclicLongDeg,20,0,0,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,elevatorDeg,20,0.383376155782003,0.0958440389455006,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,minimumMarginProxy,0.2,0.00958440389455005,0.239610097363751,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,rotorLeftMyNm,5000,2.71036169719082,0.00271036169719082,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,rotorRightMyNm,5000,2.71036169718968,0.00271036169718968,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,wingMyNm,10000,2.60564003981472,0.00130282001990736,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,fuselageMyNm,2000,-0.314188582620645,-0.000785471456551612,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,horizontalTailMyNm,10000,137.84053743042,0.0689202687152101,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,verticalTailMyNm,2000,0.219337526502628,0.000548343816256569,0.00783642615435676,FAILED,1
B75_V040,75,40,tailArmX,htail.rAC,GEOMETRY,5,0.1,totalMyNm,1000,145.772049808497,0.728860249042486,0.00783642615435676,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,thetaDeg,10,-0.166117547341838,-0.00144964907322631,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,collectiveDeg,20,-0.000296247231741551,-1.29262239845218e-06,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,cyclicLongDeg,20,0,0,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,elevatorDeg,20,-127.584213409481,-0.556691149390634,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,minimumMarginProxy,0.2,-3.18960533523702,-1.39172787347659,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,rotorLeftMyNm,5000,9.36198053971725,0.000163397384925702,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,rotorRightMyNm,5000,9.36198053971725,0.000163397384925702,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,wingMyNm,10000,8.9923448313627,7.84730123909867e-05,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,fuselageMyNm,2000,-1.08424562729403,-4.73091402415804e-05,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,horizontalTailMyNm,10000,-47607.2555754854,-0.415451678815324,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,verticalTailMyNm,2000,0.756920423976781,3.30268839349657e-05,4.6330707699053,FAILED,1
B75_V040,75,40,tailIncidence,htail.incidence,GEOMETRY,0.0872664625997165,0.00436332312998582,totalMyNm,1000,-47579.866594778,-4.15212664869269,4.6330707699053,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,thetaDeg,10,-4.58665269024673,-0.458665269024673,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,collectiveDeg,20,-0.00764361090877704,-0.000382180545438852,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,cyclicLongDeg,20,0,0,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,elevatorDeg,20,36.5294157074443,1.82647078537222,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,minimumMarginProxy,0.2,0.913235392686108,4.56617696343054,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,rotorLeftMyNm,5000,258.252578320404,0.0516505156640809,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,rotorRightMyNm,5000,258.252578320397,0.0516505156640794,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,wingMyNm,10000,22159.5343668793,2.21595343668793,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,fuselageMyNm,2000,-29.9370752972746,-0.0149685376486373,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,horizontalTailMyNm,10000,-9049.01995613963,-0.904901995613963,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,verticalTailMyNm,2000,20.8992235761713,0.0104496117880856,0.746681984092857,FAILED,1
B75_V040,75,40,wingACX,wing.xAC,GEOMETRY,1,0.03,totalMyNm,1000,13617.9817156594,13.6179817156594,0.746681984092857,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,thetaDeg,10,-1.00789727689155,-0.100789727689155,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,collectiveDeg,20,-0.00167965074767314,-8.39825373836571e-05,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,cyclicLongDeg,20,0,0,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,elevatorDeg,20,8.02718258922586,0.401359129461293,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,minimumMarginProxy,0.2,0.200679564730646,1.00339782365323,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,rotorLeftMyNm,5000,2464.25803902686,0.492851607805373,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,rotorRightMyNm,5000,2464.25803902687,0.492851607805374,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,wingMyNm,10000,54.5573027849059,0.00545573027849059,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,fuselageMyNm,2000,-6.57852464135521,-0.0032892623206776,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,horizontalTailMyNm,10000,-1987.58584683254,-0.198758584683254,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,verticalTailMyNm,2000,4.59251903827915,0.00229625951913957,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubX,rotor.pivotX,GEOMETRY,1,0.03,totalMyNm,1000,2993.50152840302,2.99350152840302,0.164080166800406,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,thetaDeg,10,-3.81394577305088,-0.381394577305088,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,collectiveDeg,20,-0.00635590254702834,-0.000317795127351417,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,cyclicLongDeg,20,0,0,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,elevatorDeg,20,30.3753565046872,1.51876782523436,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,minimumMarginProxy,0.2,0.759383912617179,3.79691956308589,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,rotorLeftMyNm,5000,9324.96865192051,1.8649937303841,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,rotorRightMyNm,5000,9324.9686519205,1.8649937303841,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,wingMyNm,10000,206.451000946269,0.0206451000946269,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,fuselageMyNm,2000,-24.8935946104673,-0.0124467973052337,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,horizontalTailMyNm,10000,-7524.02445964624,-0.752402445964624,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,verticalTailMyNm,2000,17.3783659768761,0.00868918298843807,0.620889522134502,FAILED,1
B75_V040,75,40,rotorHubZ,rotor.pivotZ,GEOMETRY,1,0.03,totalMyNm,1000,11324.8486165074,11.3248486165074,0.620889522134502,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,thetaDeg,10,0.012886590955441,0.0025773181910882,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,collectiveDeg,20,2.27901964855448e-05,2.27901964855448e-06,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,cyclicLongDeg,20,0,0,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,elevatorDeg,20,9.89713436663928,0.989713436663928,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,minimumMarginProxy,0.2,0.247428359165982,2.47428359165982,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,rotorLeftMyNm,5000,-0.726171321721836,-0.000290468528688734,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,rotorRightMyNm,5000,-0.726171321721836,-0.000290468528688734,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,wingMyNm,10000,-0.697578016718126,-0.000139515603343625,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,fuselageMyNm,2000,0.0841104995659592,8.41104995659592e-05,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,horizontalTailMyNm,10000,3619.87965194182,0.723975930388363,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,verticalTailMyNm,2000,-0.0587182031390299,-5.87182031390299e-05,0.359402764995456,FAILED,1
B75_V040,75,40,tailCLelevator,htail.CLelevator,EFFECTIVE_AERO,2,0.04,totalMyNm,1000,3617.75512357808,7.23551024715616,0.359402764995456,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,thetaDeg,10,0.0556314363906463,0.00222525745562585,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,collectiveDeg,20,9.81703305313886e-05,1.96340661062777e-06,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,cyclicLongDeg,20,0,0,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,elevatorDeg,20,42.7256905072295,0.85451381014459,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,minimumMarginProxy,0.2,1.06814226268074,2.13628452536148,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,rotorLeftMyNm,5000,-3.13478669887957,-0.000250782935910365,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,rotorRightMyNm,5000,-3.1347866989222,-0.000250782935913776,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,wingMyNm,10000,-3.01144068060921,-0.000120457627224368,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,fuselageMyNm,2000,0.36310517828575,7.26210356571499e-05,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,horizontalTailMyNm,10000,15943.1340071165,0.637725360284661,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,verticalTailMyNm,2000,-0.253486588827734,-5.06973177655468e-05,1.55153303077171,FAILED,1
B75_V040,75,40,tailDownwashAlpha,htail.downwashAlpha,EFFECTIVE_AERO,0.4,0.008,totalMyNm,1000,15933.9626116275,6.37358504465101,1.55153303077171,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,thetaDeg,10,-5.70035173127348,-0.0171010551938204,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,collectiveDeg,20,-0.00949957924056832,-1.42493688608525e-05,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,cyclicLongDeg,20,0,0,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,elevatorDeg,20,45.3992338493645,0.0680988507740468,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,minimumMarginProxy,0.2,1.13498084623411,0.170247126935116,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,rotorLeftMyNm,5000,320.959825778573,0.00192575895467144,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,rotorRightMyNm,5000,320.95982577863,0.00192575895467178,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,wingMyNm,10000,27540.7762426207,0.0826223287278622,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,fuselageMyNm,2000,-37.2060728588188,-0.000558091092882282,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,horizontalTailMyNm,10000,-11239.8808698941,-0.0337196426096822,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,verticalTailMyNm,2000,25.9738521904751,0.000389607782857126,0.927986099707345,FAILED,1
B75_V040,75,40,wingCm0,wing.Cm0,EFFECTIVE_AERO,0.03,0.002,totalMyNm,1000,16931.5828036156,0.507947484108467,0.927986099707345,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,thetaDeg,10,5.43211461762747,0.543211461762747,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,collectiveDeg,20,-0.39016280034069,-0.0195081400170345,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,cyclicLongDeg,20,0,0,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,elevatorDeg,20,-37.1702773535871,-1.85851386767935,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,minimumMarginProxy,0.2,-0.929256933839678,-4.64628466919839,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,rotorLeftMyNm,5000,-1692.97133800932,-0.338594267601865,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,rotorRightMyNm,5000,-1692.97133800932,-0.338594267601864,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,wingMyNm,10000,-45834.7234359862,-4.58347234359862,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,fuselageMyNm,2000,-2069.60963017443,-1.03480481508722,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,horizontalTailMyNm,10000,19864.0653383406,1.98640653383406,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,verticalTailMyNm,2000,-94.0613260827192,-0.0470306630413596,1.66595839703834,FAILED,1
B75_V060,75,60,cgX,mass.baselineCG,GEOMETRY,1,0.05,totalMyNm,1000,-31520.2717299214,-31.5202717299214,1.66595839703834,FAILED,1
B75_V060,75,60,cgZ,mass.baselineCG,GEOMETRY,0.5,0.03,thetaDeg,10,1.82719822549021,0.0913599112745104,0.560377760979279,FAILED,1
