pointId,betaMDeg,speedMps,derivativeName,value,outputName,inputName,units,differenceStep,limitActive,maximumMatrixStepVariation,parameterSource
B15_V020,15,20,dw_daileron,0,w,aileron,(m/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dw_drudder,0,w,rudder,(m/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dp_dbetaSymCommand,0,p,betaSymCommand,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dp_dbetaDiffCommand,0,p,betaDiffCommand,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dp_dlateralCyclic,0.442286601915013,p,lateralCyclic,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dp_daileron,0.135456948991412,p,aileron,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dp_drudder,0.00393731745713712,p,rudder,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dq_dbetaSymCommand,0.267835318707782,q,betaSymCommand,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dq_dbetaDiffCommand,0,q,betaDiffCommand,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dq_dlateralCyclic,1.52246752458866e-13,q,lateralCyclic,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dq_daileron,0,q,aileron,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dq_drudder,0,q,rudder,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dr_dbetaSymCommand,0,r,betaSymCommand,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dr_dbetaDiffCommand,0,r,betaDiffCommand,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dr_dlateralCyclic,0.0525988414304399,r,lateralCyclic,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dr_daileron,0.00297531921728347,r,aileron,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V020,15,20,dr_drudder,-0.0516265768079983,r,rudder,(rad/s^2)/(rad),0.0001,0,3.63916932928714e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Xu,-0.0131562077320238,u,u,(m/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Xw,0.104773987620101,u,w,(m/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Zu,-0.0272606934691066,w,u,(m/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Zw,-0.556930095839089,w,w,(m/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Mu,-0.00231381977235874,q,u,(rad/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Mw,-0.0362148929286778,q,w,(rad/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Mq,-0.463386668620603,q,q,(rad/s^2)/(rad/s),0.001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Yv,-0.0596149706725384,v,v,(m/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Yp,3.77176880917615,v,p,(m/s^2)/(rad/s),0.001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Yr,-29.7160750688008,v,r,(m/s^2)/(rad/s),0.001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Lv,-0.0108014396462206,p,v,(rad/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Lp,-2.76607553823129,p,p,(rad/s^2)/(rad/s),0.001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Lr,-0.184380853343512,p,r,(rad/s^2)/(rad/s),0.001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Nv,0.0131482898491392,r,v,(rad/s^2)/(m/s),0.05,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Np,-0.27379770062216,r,p,(rad/s^2)/(rad/s),0.001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,Nr,-0.0744563441338291,r,r,(rad/s^2)/(rad/s),0.001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,du_dbetaSym,6.85313517729961,u,betaSym,(m/s^2)/(rad),0.0001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,du_dbetaDiff,0,u,betaDiff,(m/s^2)/(rad),0.0001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,du_dbetaSymDot,0,u,betaSymDot,(m/s^2)/(rad),0.0001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,du_dbetaDiffDot,0,u,betaDiffDot,(m/s^2)/(rad),0.0001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,dv_dbetaSym,-9.48130463029884e-14,v,betaSym,(m/s^2)/(rad),0.0001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
B15_V030,15,30,dv_dbetaDiff,0.500726351154507,v,betaDiff,(m/s^2)/(rad),0.0001,0,2.99785523041588e-06,NUMERICAL_THREE_STEP_INTERNAL
