pointId,controlName,stateName,dtSeconds,peakAbsoluteError,rmsError,nonlinearPeak,linearPeak,peakTimeDifferenceSeconds,directionAgreement,status
B75_V080,diffCyclic,phi,0.01,5.88268184921463e-08,2.62021195124249e-08,-9.40496716503308e-06,-9.46379398352523e-06,0,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,diffCyclic,theta,0.01,8.86315334791554e-07,3.6836561366036e-07,8.86315334680532e-07,-1.11022302462516e-16,0.04,0,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,diffCyclic,psi,0.01,2.32454434330641e-08,1.03214206151465e-08,-4.38060782213685e-05,-4.38293236648015e-05,0,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,u,0.005,0.000103913376264586,5.79855248069215e-05,0.000399184241402395,0.000295270865137809,0,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,v,0.005,5.69531220328911e-14,2.52329543712631e-14,3.13536634869546e-16,5.72666586677606e-14,0,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,w,0.005,2.17781982332355e-05,1.52540604774304e-05,-0.000147382298809617,-0.000138971794360288,0,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,p,0.005,4.98492827185529e-15,2.9760454481799e-15,-2.7113884605491e-17,-5.00095504323157e-15,-0.345,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,q,0.005,3.41993575293219e-06,1.8564199737617e-06,-1.25404865645736e-06,-3.00833116589257e-06,-0.13,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,r,0.005,3.28312827723807e-15,2.01518603228335e-15,-1.56265918140526e-17,-3.29265703809913e-15,-0.335,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,phi,0.005,1.60650955260823e-15,6.97280415437882e-16,-8.20648524063897e-18,-1.61471603784887e-15,0,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,theta,0.005,8.74979154158462e-07,3.59839235309258e-07,-3.32425997257024e-07,-1.14733203021578e-06,-0.1,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
B75_V080,cyclicLong,psi,0.005,1.00542375985747e-15,4.38975599636376e-16,-5.44596887647381e-18,-1.01086972873394e-15,0,1,LOCAL_SMALL_DISTURBANCE_COMPARISON
