pointId,modelKind,modeIndex,classification,classificationConfidence,dominantGroup,dominantGroupScore,secondGroupScore,longitudinalRigidBodyScore,lateralDirectionalRigidBodyScore,symmetricNacelleScore,differentialNacelleScore,actuatorRateScore,pathologicalEigenvectors,modeTrackingStatus
B75_V080,THIRTEEN_STATE_TORQUE,1,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,0,0,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,2,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,1.51893075953615e-27,1.51893075953615e-27,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,3,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,1.51951565260236e-27,1.51951565260236e-27,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,4,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,8.60729935982428e-28,8.60729935982428e-28,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,5,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,1.09767539527348e-22,1.09767539527348e-22,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,6,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,2.43090493072748e-28,1,2.43090493072748e-28,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,7,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,2.372387222189e-28,1,2.372387222189e-28,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,8,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,3.27690310539142e-26,1,3.27690310539142e-26,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,9,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,3.79712793016764e-23,1,3.79712793016764e-23,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,10,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,1.34889088665322e-290,1.34889088665322e-290,1,2.59524937199523e-293,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,11,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,2.59214707498775e-293,5.00249674820902e-315,1,0,2.59214707498775e-293,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,12,MIXED_OR_UNCERTAIN_MODE,LOW,SYMMETRIC_NACELLE,1,5.72657618261491e-16,5.72657618261491e-16,6.42064837869784e-28,1,0,0.92836676217765,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_TORQUE,13,MIXED_OR_UNCERTAIN_MODE,LOW,DIFFERENTIAL_NACELLE,0.999999999999999,6.63130113265919e-16,2.02766407022388e-28,6.63130113265919e-16,0,0.999999999999999,0.92836676217765,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,1,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,0,0,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,2,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,1.53221716831906e-27,1.53221716831906e-27,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,3,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,1.53221716831907e-27,1.53221716831907e-27,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,4,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,8.89299650206734e-28,8.89299650206734e-28,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,5,MIXED_OR_UNCERTAIN_MODE,LOW,LATERAL_DIRECTIONAL_RIGID_BODY,1,1.12883672879353e-22,1.12883672879353e-22,1,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,6,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,2.23647547941667e-28,1,2.23647547941667e-28,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,7,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,2.23647547941669e-28,1,2.23647547941669e-28,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,8,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,3.38166137416941e-26,1,3.38166137416941e-26,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,9,MIXED_OR_UNCERTAIN_MODE,LOW,LONGITUDINAL_RIGID_BODY,1,3.90857984026015e-23,1,3.90857984026015e-23,0,0,0,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,10,MIXED_OR_UNCERTAIN_MODE,LOW,SYMMETRIC_NACELLE,1,0,0,0,1,0,0.5,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,11,MIXED_OR_UNCERTAIN_MODE,LOW,SYMMETRIC_NACELLE,1,0,0,0,1,0,0.5,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,12,MIXED_OR_UNCERTAIN_MODE,LOW,DIFFERENTIAL_NACELLE,1,0,0,0,0,1,0.5,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
B75_V080,THIRTEEN_STATE_ANGLE_COMMAND,13,MIXED_OR_UNCERTAIN_MODE,LOW,DIFFERENTIAL_NACELLE,1,0,0,0,0,1,0.5,1,NOT_TRACKED_ACROSS_EXPLICIT_TRIM_MODE_BOUNDARIES
