pointId,modelKind,modeIndex,stateIndex,stateName,rightEigenvectorReal,rightEigenvectorImag,leftEigenvectorReal,leftEigenvectorImag,participationRawReal,participationRawImag,participationMagnitude,normalizedMagnitude
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,6,r,-0.00197700655972881,0.0192777909109818,-1.28427641070472,19.8998501593111,0.386164173419535,0.0145841221851067,0.386439471913394,0.37508711667477
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,7,phi,-0.00481657006177959,-0.0129523560711282,-1.90175581733839,-8.94084201843276,0.124964909533053,-0.018431973486578,0.126316927849018,0.122606140670644
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,8,theta,-4.99564800243866e-15,-6.35446810295089e-15,-1.22115964275205e-13,2.19890857630162e-11,-1.39118895721141e-25,1.10625714367312e-25,1.7774171099083e-25,1.72520228221749e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,9,psi,-0.0375625103870459,-0.00875765436569191,0,0,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,10,betaSym,0,0,3.98164315157543e-12,5.82800626282556e-12,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,11,betaDiff,0,0,-9.5053426717063,-61.785966808608,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,12,betaSymDot,0,0,7.45527615222098e-13,3.2748676377443e-13,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,4,13,betaDiffDot,0,0,-2.26473108729957,-9.571528924283,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,1,u,0.279047490636826,0.181464272095234,0.0656789268175629,-0.00249059955486151,0.017875584880857,0.0126133742029105,0.0218776996874756,0.0215990488189736
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,2,v,1.08231253977665e-12,-4.70187961136369e-14,1.34726607278852e-14,5.13711270098811e-14,1.21662211029412e-26,-5.62330832331259e-26,5.75341340929828e-26,5.68013360080589e-26
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,3,w,0.941568891365544,0,0.481036886284636,-0.00419482473999918,0.452929367724958,0.00394971647991378,0.452946588913088,0.447177519852417
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,4,p,7.35260809121942e-14,-1.33176829169215e-13,-1.65323072287434e-12,8.38152096445984e-13,-2.3317801446279e-25,1.58545986697521e-25,2.81973077308277e-25,2.78381655723351e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,5,q,0.00383443507236548,0.0320741002915547,0.272448899183807,14.4249022182895,0.463710448059745,-0.0465727976645068,0.466043351118829,0.460107471826035
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,6,r,-6.21206761196432e-14,-5.2569373571489e-14,1.08689471274243e-12,-7.20648915930125e-13,-2.9634572351006e-26,-1.019045720895e-25,1.06126102779529e-25,1.04774400766398e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,7,phi,-1.91917610364285e-13,2.08913342683809e-14,-2.39153018268296e-12,2.98305469075672e-12,5.21296750460036e-25,5.2253847137665e-25,7.38103486043007e-25,7.2870244386909e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,8,theta,0.0321427670973801,-0.0239714508610718,0.861730567891321,-1.57629984972582,0.0654845993344411,0.0300097069816819,0.0720334315656189,0.0711159595025742
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,9,psi,-1.84519383972199e-14,1.00815588580888e-13,0,0,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,10,betaSym,0,0,1.35337702033908,-1.24673648026309,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,11,betaDiff,0,0,-9.25969966460101e-12,1.36621073539702e-12,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,12,betaSymDot,0,0,0.2712728818318,-0.433892497741433,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,5,13,betaDiffDot,0,0,-1.5492013529296e-12,4.73884275208612e-14,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,1,u,0.279047490636826,-0.181464272095234,0.0656789268175629,0.00249059955486151,0.017875584880857,-0.0126133742029105,0.0218776996874756,0.0215990488189736
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,2,v,1.08231253977665e-12,4.70187961136369e-14,1.34726607278854e-14,-5.13711270098811e-14,1.21662211029414e-26,5.62330832331259e-26,5.75341340929828e-26,5.68013360080589e-26
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,3,w,0.941568891365544,0,0.481036886284636,0.00419482473999918,0.452929367724958,-0.00394971647991379,0.452946588913088,0.447177519852417
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,4,p,7.35260809121942e-14,1.33176829169215e-13,-1.65323072287433e-12,-8.38152096445983e-13,-2.33178014462789e-25,-1.5854598669752e-25,2.81973077308276e-25,2.7838165572335e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,5,q,0.00383443507236548,-0.0320741002915547,0.272448899183806,-14.4249022182895,0.463710448059745,0.0465727976645068,0.466043351118829,0.460107471826035
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,6,r,-6.21206761196432e-14,5.2569373571489e-14,1.08689471274242e-12,7.20648915930119e-13,-2.96345723510055e-26,1.01904572089499e-25,1.06126102779528e-25,1.04774400766397e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,7,phi,-1.91917610364285e-13,-2.08913342683809e-14,-2.39153018268296e-12,-2.98305469075672e-12,5.21296750460035e-25,-5.2253847137665e-25,7.38103486043006e-25,7.28702443869089e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,8,theta,0.0321427670973801,0.0239714508610718,0.861730567891321,1.57629984972582,0.0654845993344411,-0.0300097069816819,0.0720334315656189,0.0711159595025742
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,9,psi,-1.84519383972199e-14,-1.00815588580888e-13,-0,0,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,10,betaSym,0,0,1.35337702033908,1.24673648026309,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,11,betaDiff,0,0,-9.25969966460102e-12,-1.366210735397e-12,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,12,betaSymDot,0,0,0.271272881831801,0.433892497741433,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,6,13,betaDiffDot,0,0,-1.54920135292962e-12,-4.73884275208585e-14,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,1,u,-1.98193242825204e-10,0,6.14828804399684e-12,-1.15619576185335e-27,-1.21854914526316e-21,-2.29150187382472e-37,1.21854914526316e-21,1.21849092093756e-21
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,2,v,0.658550015999125,0,0.0479846255054766,-1.64984856395941e-17,0.0316002758943437,1.08650779819161e-17,0.0316002758943437,0.0315987659800658
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,3,w,2.42008255266222e-11,0,6.99840632266788e-11,-1.25544025643205e-26,1.69367210379295e-21,3.03826906050097e-37,1.69367210379295e-21,1.69359117729407e-21
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,4,p,-1.15649821665834e-05,0,2.06589006093483,-5.74037543278337e-16,-2.38919817128332e-05,-6.63873395096332e-21,2.38919817128332e-05,2.3890840113803e-05
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,5,q,1.45887446406146e-13,0,-1.44028926295062e-09,2.47134285279659e-25,-2.10120122658057e-22,-3.60537897988575e-38,2.10120122658057e-22,2.10110082765547e-22
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,6,r,0.0584091798057255,0,3.91732417512627,2.0460848844617e-15,0.228807692102265,-1.195101399143e-16,0.228807692102265,0.228796759286288
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,7,phi,0.127194445762468,0,5.81484450481678,-8.79827893228382e-16,0.739615923985104,1.11909221245544e-16,0.739615923985104,0.739580583893533
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,8,theta,1.81924154199198e-12,0,-1.89567682833632e-09,2.88297757996772e-26,-3.44869403630105e-21,-5.24483257810879e-38,3.44869403630105e-21,3.4485292519054e-21
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,9,psi,0.739406395005753,0,0,0,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,10,betaSym,0,0,2.94490890205488e-10,-1.06749573269768e-25,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,11,betaDiff,0,0,-0.872574942711456,-6.45003315237433e-15,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,12,betaSymDot,0,0,6.92552686223627e-11,-2.12229268404885e-26,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,7,13,betaDiffDot,0,0,-0.134652619476132,-7.86597869685274e-16,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,1,u,0.991094339503849,0,0.635702600579701,5.31080598968609e-17,0.630041249042417,-5.26350975458102e-17,0.630041249042417,0.514783580070462
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,2,v,4.55286270646639e-13,0,2.25417035602935e-12,-7.02979274641749e-28,1.02629281479881e-24,3.20056812293522e-40,1.02629281479881e-24,8.38546190754495e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,3,w,-0.133156113417046,0,-3.61892333508073,5.69617788788403e-16,0.481881766053605,7.58480908882758e-17,0.481881766053605,0.393727904445588
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,4,p,-1.00419139963861e-14,0,7.55323810800117e-11,-2.8714087749954e-26,-7.58489674747741e-25,-2.88344399669723e-40,7.58489674747741e-25,6.19734074247629e-25
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,5,q,3.75882331585211e-07,0,65.6548343150268,-1.29889389653663e-14,2.4678492202173e-05,4.88231266311988e-21,2.4678492202173e-05,2.0163890199069e-05
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,6,r,5.72275497265842e-14,0,1.34339328118758e-10,8.24959670072919e-26,7.68791058015215e-24,-4.72104205415244e-39,7.68791058015215e-24,6.28150956421881e-24
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,7,phi,1.22143081314714e-13,0,2.05156985199447e-10,-4.80081380276798e-26,2.50585063254976e-23,5.86386190688291e-39,2.50585063254976e-23,2.04743857915079e-23
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,8,theta,-0.00120816511934735,0,92.6592663498677,-9.06623372290675e-16,-0.111947693588226,-1.09535073478666e-18,0.111947693588226,0.0914683515937513
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,9,psi,-1.86698232997941e-10,0,-0,0,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,10,betaSym,0,0,-11.9984318529418,4.93382030822816e-15,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,11,betaDiff,0,0,-2.20502044788981e-11,-2.74104263659403e-25,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,12,betaSymDot,0,0,-2.97394226411322,1.01313284236166e-15,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,8,13,betaDiffDot,0,0,-3.44551194388066e-12,-3.70613886798759e-26,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,1,u,0.993191583623445,0,0.336498603800673,-5.58702981404815e-17,0.334207581195869,5.54899098876588e-17,0.334207581195869,0.188234951897451
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,2,v,-1.30844126649112e-11,0,7.39917819854462e-12,-2.6159145274906e-27,-9.68139009309719e-23,-3.42277051738231e-38,9.68139009309719e-23,5.45282662934738e-23
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,3,w,-0.116002802377757,0,3.34250978041775,-6.18687953416449e-16,-0.387740501503521,-7.17695363936673e-17,0.387740501503521,0.218386173012736
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,4,p,-4.05977110999729e-14,0,3.38495334805312e-10,-8.69504279875682e-26,-1.37421358111147e-23,-3.5299883554583e-39,1.37421358111147e-23,7.73995091349348e-24
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,5,q,-0.00102275203130199,0,-70.9403874719711,1.17513209170085e-14,0.072554425388309,1.20186873383521e-17,0.072554425388309,0.0408646587969273
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,6,r,-1.13517356275198e-12,0,6.43015268724902e-10,3.27301560452012e-25,-7.29933933502366e-22,3.71544078472592e-37,7.29933933502366e-22,4.11118976922938e-22
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,7,phi,-2.48234539851902e-12,0,9.57348527993016e-10,-1.30063236680206e-25,-2.37646971324242e-21,-3.22861877089598e-37,2.37646971324242e-21,1.33849346133105e-21
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,8,theta,-0.0106198888103309,0,-92.3718235133555,1.42708830304348e-15,0.980978494919342,1.51555191008456e-17,0.980978494919342,0.552514216292886
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,9,psi,-1.196613208558e-11,0,0,0,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,10,betaSym,0,0,14.7523458380002,-5.28946799647822e-15,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,11,betaDiff,0,0,-1.36407888130826e-10,-1.02038227493866e-24,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,12,betaSymDot,0,0,3.44079921955125,-1.03676463689696e-15,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,9,13,betaDiffDot,0,0,-2.09977642575151e-11,-1.18597022508078e-25,-0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,10,1,u,-0.124430726514022,-0.384242743550481,0,0,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,10,2,v,-2.31787419089339e-13,-3.42876226454657e-14,0,0,0,0,0,0
B15_V020,THIRTEEN_STATE_ANGLE_COMMAND,10,3,w,0.0173200216056984,-0.305439202419258,0,0,0,0,0,0
