NACA 64A223 SURROGATE - 23 pct thickness, 2 pct camber, 40 pct camber-location; not original 6-series coordinates
 0.20375232 -0.09472057
 0.21146313 -0.09518831
 0.21927720 -0.09559106
 0.22719192 -0.09592962
 0.23520466 -0.09620485
 0.24331276 -0.09641772
 0.25151355 -0.09656926
 0.25980430 -0.09666055
 0.26818230 -0.09669276
 0.27664479 -0.09666711
 0.28518899 -0.09658491
 0.29381209 -0.09644749
 0.30251127 -0.09625627
 0.31128367 -0.09601269
 0.32012640 -0.09571827
 0.32903656 -0.09537456
 0.33801120 -0.09498315
 0.34704737 -0.09454567
 0.35614206 -0.09406378
 0.36529226 -0.09353917
 0.37449492 -0.09297355
 0.38374695 -0.09236866
 0.39304525 -0.09172626
 0.40242455 -0.09104769
 0.41195352 -0.09032617
 0.42151766 -0.08955992
 0.43111347 -0.08875057
 0.44073742 -0.08789978
 0.45038596 -0.08700921
 0.46005555 -0.08608054
 0.46974261 -0.08511543
 0.47944354 -0.08411554
 0.48915476 -0.08308255
 0.49887264 -0.08201811
 0.50859356 -0.08092386
 0.51831389 -0.07980142
 0.52803000 -0.07865243
 0.53773822 -0.07747846
 0.54743491 -0.07628111
 0.55711642 -0.07506192
 0.56677908 -0.07382242
 0.57641923 -0.07256412
 0.58603321 -0.07128850
 0.59561736 -0.06999700
 0.60516803 -0.06869106
 0.61468157 -0.06737206
 0.62415433 -0.06604136
 0.63358268 -0.06470030
 0.64296298 -0.06335018
 0.65229162 -0.06199228
 0.66156500 -0.06062783
 0.67077953 -0.05925806
 0.67993162 -0.05788415
 0.68901773 -0.05650725
 0.69803430 -0.05512849
 0.70697782 -0.05374898
 0.71584479 -0.05236980
 0.72463174 -0.05099199
 0.73333521 -0.04961659
 0.74195177 -0.04824461
 0.75047802 -0.04687703
 0.75891060 -0.04551482
 0.76724617 -0.04415893
 0.77548141 -0.04281030
 0.78361305 -0.04146983
 0.79163786 -0.04013844
 0.79955262 -0.03881701
 0.80735416 -0.03750642
 0.81503937 -0.03620754
 0.82260515 -0.03492122
 0.83004845 -0.03364832
 0.83736627 -0.03238967
 0.84455566 -0.03114611
 0.85161369 -0.02991846
 0.85853750 -0.02870756
 0.86532428 -0.02751420
 0.87197126 -0.02633921
 0.87847572 -0.02518339
 0.88483499 -0.02404755
 0.89104646 -0.02293247
 0.89710759 -0.02183896
 0.90301586 -0.02076780
 0.90876885 -0.01971978
 0.91436416 -0.01869566
 0.91979948 -0.01769623
 0.92507255 -0.01672223
 0.93018117 -0.01577443
 0.93512320 -0.01485357
 0.93989658 -0.01396039
 0.94449931 -0.01309561
 0.94892945 -0.01225994
 0.95318515 -0.01145407
 0.95726460 -0.01067869
 0.96116608 -0.00993447
 0.96488794 -0.00922205
 0.96842861 -0.00854206
 0.97178657 -0.00789510
 0.97496041 -0.00728177
 0.97794876 -0.00670262
 0.98075036 -0.00615818
 0.98336400 -0.00564897
 0.98578858 -0.00517547
 0.98802304 -0.00473813
 0.99006643 -0.00433737
 0.99191788 -0.00397357
 0.99357659 -0.00364709
 0.99504184 -0.00335825
 0.99631300 -0.00310734
 0.99738953 -0.00289460
 0.99827096 -0.00272025
 0.99895691 -0.00258447
 0.99944709 -0.00248738
 0.99974128 -0.00242909
 0.99983936 -0.00240965
