caseName,modelIdentity,stepScale,sourceArtifactId,sourceArtifactDigest,matrixName,rowIndex,rowName,columnIndex,columnName,value
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,1,u,-0.39386494707539288
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,2,v,0
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,3,w,0.22457879852708501
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,4,p,-1.21265960261096e-12
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,5,q,-9.6841507786204701
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,6,r,0
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,7,phi,6.06329801305478e-13
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,8,theta,-9.7321146193965689
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,1,udot,9,psi,0
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,1,u,6.3711998639822313e-15
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,2,v,-0.18571077110610201
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,3,w,2.1671553440683106e-15
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,4,p,9.8167755895193203
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,5,q,-2.6408505012417101e-13
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,6,r,-79.163213387344101
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,7,phi,9.7321159519426903
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,8,theta,-7.6975463040677499e-14
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,2,vdot,9,psi,0
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,3,wdot,1,u,-0.065941397841621896
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,3,wdot,2,v,2.42531917875213e-14
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,3,wdot,3,w,-0.76286465949090287
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,3,wdot,4,p,2.42531920522191e-12
B75_V080,M0_MATCHED_PRODUCTION,0.5,9781761914,sha256:33d7596ee0111e6dd0b3b4ec754ef3399395cdf8fa3ab801cef23376b98d765c,A,3,wdot,5,q,78.511780021803901
