caseName,modelIdentity,stepScale,sourceArtifactId,sourceArtifactDigest,matrixName,rowIndex,rowName,columnIndex,columnName,value
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,1,u,-0.0014067850366033001
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,2,v,-6.0632990056715115e-15
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,3,w,0.0823001429837555
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,4,p,0
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,5,q,-3.4123437566972301
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,6,r,0
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,7,phi,6.0632980109868305e-13
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,8,theta,-9.660199571314168
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,1,udot,9,psi,0
B15_V020,M0_MATCHED_PRODUCTION,0.5,9781737622,sha256:c12863890c26e57a614580df38db7a4a830496ca0592092da002087c7afab57f,A,2,vdot,1,u,7.5791225147743995e-16
