variant,pointId,betaMDeg,speedMps,mode,status,thetaDeg,collectiveDeg,cyclicLongDeg,elevatorDeg,dynamicResidualNorm,conditionNumber,minimumMarginFraction,atLimit,finiteReal,elapsedSeconds,failureReason
GENERIC_GEOMETRY_OPTIMIZED_C1,B15_V010,15,10,helicopter_longitudinal,CREDIBLE,14.5231839295445,15.9272275588324,-2.89562122009832,0.0,6.70816203075082e-10,78.0082540502266,0.227531822269034,0,1,18.4423193,
GENERIC_GEOMETRY_OPTIMIZED_C1,B15_V020,15,20,helicopter_longitudinal,CREDIBLE,12.7200319840172,14.5222579321362,-5.74926137050716,0.0,7.76210787875988e-10,59.9619960928933,0.207460827601946,0,1,14.4725523,
GENERIC_GEOMETRY_OPTIMIZED_C1,B15_V030,15,30,helicopter_longitudinal,CREDIBLE,10.9457653818322,13.2054915332114,-7.20640804580642,0.0,1.0506084026889802e-09,59.1505899672955,0.188649879045877,0,1,20.7526462,
GENERIC_GEOMETRY_OPTIMIZED_C1,B45_V025,45,25,conversion_longitudinal,CREDIBLE,32.3909381489527,14.0462987910316,-19.2700855907383,-11.0114774804219,4.65219430129581e-10,77.7088763389316,0.0372723121578184,0,1,28.7448782,
GENERIC_GEOMETRY_OPTIMIZED_C1,B45_V035,45,35,conversion_longitudinal,CREDIBLE,25.9574222598749,13.8650600311633,-22.4963329506451,-12.8550474003686,5.682436521449101e-10,75.5904738154648,0.129179682001787,0,1,27.5941215,
GENERIC_GEOMETRY_OPTIMIZED_C1,B45_V045,45,45,conversion_longitudinal,CREDIBLE,20.562973118286,14.4698077138963,-20.4846842542446,-11.7055338595683,5.00714724263214e-10,85.0481918017024,0.206243241167343,0,1,28.2821002,
GENERIC_GEOMETRY_OPTIMIZED_C1,B75_V040,75,40,airplane_longitudinal,FAILED,26.2957832515733,18.1460053275083,0.0,-20.0000000135928,3.628183448513,161.016284306562,-3.39818731609734e-10,1,1,34.716045,solver or full dynamic-equilibrium residual failed
GENERIC_GEOMETRY_OPTIMIZED_C1,B75_V060,75,60,airplane_longitudinal,CREDIBLE,20.9013011442886,22.1955743658989,0.0,-18.5685703997034,5.67433065980777e-10,111.080613700462,0.0357857400074141,0,1,35.2943426,
GENERIC_GEOMETRY_OPTIMIZED_C1,B75_V080,75,80,airplane_longitudinal,CREDIBLE,7.85116360205596,29.51041758427,0.0,-0.580915242427587,3.4792126755115203e-09,26.7030230178719,0.387840519970629,0,1,34.4375888,
