decision,allCasesImproveCTvsDiagSection,allCasesImproveCPvsDiagSection,allCasesImproveFMvsDiagSection,CT_MAPE_sourceSpread_pp,CP_MAPE_sourceSpread_pp,FM_MAPE_sourceSpread_pp,currentM1AIdentityMaxDelta_pp
ROBUST_DIRECTION_GEOMETRY_CONTRIBUTION_SURVIVES_SOURCE_SEMANTICS_AUDIT,1,1,1,1.5855231929073,1.55146635628654,0.432227671964512,0
