caseName,modelIdentity,mode,sourceWorkflowRun,sourceArtifactId,sourceArtifactDigest,sourceHeadSha,centerSource,residualNorm,physicalConverged,physicalBranchSupported,atLimit,credible,x1_u_mps,x2_v_mps,x3_w_mps,x4_p_rps,x5_q_rps,x6_r_rps,x7_phi_rad,x8_theta_rad,x9_psi_rad,u1_collective_rad,u2_diffCollective_rad,u3_cyclicLong_rad,u4_diffCyclicLong_rad,u5_aileron_rad,u6_elevator_rad,u7_rudder_rad,leftBeta0_rad,leftBeta1c_rad,leftBeta1s_rad,rightBeta0_rad,rightBeta1c_rad,rightBeta1s_rad
B15_V020,M0_MATCHED_PRODUCTION,helicopter_longitudinal,33367357583,9749373571,sha256:dc12101ce2b5eff43e7c6060820b6bdefa76c59608129049e99a27db6e0156b0,3252d0e2c9966986897f1e98d142c06838ea4180,CANONICAL_PRIMARY_TRIM,6.778462524944301e-10,1,1,0,1,19.70134827061393,0.0,3.4433815240221914,0.0,0.0,0.0,0.0,0.17303120446811537,0.0,0.6704141724686044,0.0,-0.1851358709440324,0.0,0.0,0.0,0.0,0.02551160325505279,0.15246160769603134,-0.042917942558066156,0.0255116032550528,0.15246160769603137,0.04291794255806603
B15_V020,M1_EVIDENCE_V1_PROPAGATION,helicopter_longitudinal,33391786175,9758365382,sha256:fc19a4d7f0ac1812651b75630f3cd17436c980a6e79a033ce0f80d94e6499e10,3255adcd3104203eaf9c8ca98d086bb97ceb3d72,CANONICAL_M0_MIDPOINT,1.1315388547324277e-09,1,1,0,1,19.70139381286037,0.0,3.44312094335751,0.0,0.0,0.0,0.0,0.17301797794372142,0.0,0.6077927393143667,0.0,-0.16442188575853764,0.0,0.0,0.0,0.0,0.02529458928157604,0.14142467658154204,-0.042815773054680546,0.025294589281576053,0.14142467658154204,0.04281577305468059
B45_V035,M0_MATCHED_PRODUCTION,conversion_longitudinal,33367357583,9749373571,sha256:dc12101ce2b5eff43e7c6060820b6bdefa76c59608129049e99a27db6e0156b0,3252d0e2c9966986897f1e98d142c06838ea4180,CANONICAL_PRIMARY_TRIM,5.927708725380941e-10,1,1,0,1,32.47884914034807,0.0,13.043172870069293,0.0,0.0,0.0,0.0,0.3818760985580783,0.0,0.6547733966459636,0.0,-0.5142097477285799,0.0,0.0,-0.2938341415591884,0.0,0.016881032398485235,0.5139353997091969,-0.01879090452016005,0.016881032398485256,0.513935399709197,0.018790904520160044
B45_V035,M1_EVIDENCE_V1_PROPAGATION,conversion_longitudinal,33374227398,9751369667,sha256:27b4c9840a916c167917888ecbc6ebb7da8e53d0594cbd8bad46963e3327bd93,d02b8028988d2b671269d75e4b11253f08df78ce,ADAPTIVE_PATH_EXTENSION_FINAL,6.85989567235717e-05,1,1,0,1,32.67718204937421,0.0,12.538013132552384,0.0,0.0,0.0,0.0,0.36637025491148895,0.0,0.6085801230235987,0.0,-0.4499396479976423,0.0,0.0,-0.25710837028436695,0.0,0.016234476055415573,0.44627009235570264,-0.018297422829983263,0.016234476055415573,0.44627009235570264,0.018297422829983163
B75_V080,M0_MATCHED_PRODUCTION,airplane_longitudinal,33367357583,9749373571,sha256:dc12101ce2b5eff43e7c6060820b6bdefa76c59608129049e99a27db6e0156b0,3252d0e2c9966986897f1e98d142c06838ea4180,CANONICAL_PRIMARY_TRIM,7.134951534110066e-09,1,1,0,1,79.39195811473667,0.0,9.844642538350438,0.0,0.0,0.0,0.0,0.12337075115885593,0.0,0.9066855826326994,0.0,0.0,0.0,0.0,-0.12573378067128296,0.0,0.004272091115119573,-0.08123786020236684,-0.0015866319587991764,0.004272091115119569,-0.08123786020236683,0.0015866319587992037
B75_V080,M1_EVIDENCE_V1_PROPAGATION,airplane_longitudinal,33391786175,9759061066,sha256:e16d3e3bd56961bfe5c738ea12cc5ad014fc57f1392c90a92933ea1a60f3d2c0,3255adcd3104203eaf9c8ca98d086bb97ceb3d72,M0_TRIM,3.58674949331229e-09,1,1,0,1,79.36844843706267,0.0,10.032417091275828,0.0,0.0,0.0,0.0,0.12573625864833748,0.0,0.8744402070472799,0.0,0.0,0.0,0.0,-0.13146746212483468,0.0,0.005460037905005746,-0.07524011250524903,-0.0013732400897097335,0.005460037905005743,-0.07524011250524905,0.0013732400897097645
