workflowRunId,headSha,artifactId,artifactDigest,matlabRelease,matrixElementCount,reproducedModeCount,validatedModeCount,maxNumericAbsError,allModeTypePass,allTopStatesPass,allNumericPass,allRowPass,assignmentDefinition,claimBoundary
33461020489,de4a04c3c2c94bce7b62e346f95603980b31e9bd,9783164039,sha256:ab45ca38ab8385edf6a655aa2d86afa6f75b02ac6d8228cf03dcbcadcfc8130c,R2021a,324,13,13,8.38218383591993e-14,1,1,1,1,"same-type global minimum of normalizedEigenDistance+(1-MAC); complex pairs represented by positive-imaginary member","WHOLE_AIRCRAFT_PROPAGATION_SENSITIVITY_NOT_XV15_AIRCRAFT_VALIDATION"
