timeSeconds,uNonlinear,vNonlinear,wNonlinear,pNonlinear,qNonlinear,rNonlinear,phiNonlinear,thetaNonlinear,psiNonlinear,uLinear,vLinear,wLinear,pLinear,qLinear,rLinear,phiLinear,thetaLinear,psiLinear,validDomain,physicalConverged,guardReason
0,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.01,79.2035749135921,1.3420998711166e-20,11.2602717955202,-2.21604767649638e-18,-6.97392413270947e-12,-3.31154791239665e-18,-2.22673211702343e-20,0.141222346794759,-8.64426611143899e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.02,79.2035749136061,9.6228881108785e-19,11.2602717955097,-1.00278872774795e-17,-1.38458152806138e-11,-4.72978128591185e-18,-5.65234224479169e-20,0.141222346794655,-2.62576272259139e-20,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.03,79.2035749136207,2.91986067174861e-18,11.2602717954939,-7.55269074683347e-18,-2.0610640862913e-11,-7.13185702552129e-18,-1.33183270622011e-19,0.141222346794483,-7.75971969681203e-20,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.04,79.203574913636,7.90965272382705e-18,11.260271795473,-8.57910372027618e-18,-2.72635781843869e-11,-7.03399497128978e-18,-2.43878917423238e-19,0.141222346794243,-1.45380525580466e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.05,79.203574913652,1.33029951939044e-17,11.2602717954471,-9.66934115734045e-18,-3.38000208881601e-11,-8.26627350947633e-18,-3.19684904109896e-19,0.141222346793937,-2.20114645262985e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.06,79.2035749136686,1.92801466213154e-17,11.2602717954163,-1.12953574477998e-17,-4.02155613673766e-11,-9.91022288137795e-18,-4.61529921489603e-19,0.141222346793567,-3.16501807808572e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.07,79.2035749136858,2.4956278832798e-17,11.2602717953808,-1.13178531439427e-17,-4.65060226730957e-11,-1.03428553535915e-17,-5.79056687232738e-19,0.141222346793133,-4.20923744441557e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.08,79.2035749137036,3.33270779112314e-17,11.2602717953406,-1.34594226398796e-17,-5.26674287516679e-11,-1.1938040579267e-17,-7.06926727047613e-19,0.141222346792637,-5.2525109818215e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.09,79.203574913722,4.19602390751784e-17,11.260271795296,-1.08953100035498e-17,-5.86960072582863e-11,-1.22722972402135e-17,-8.37747799031328e-19,0.14122234679208,-6.45312368450015e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.1,79.203574875989,5.05079152518758e-17,11.2602720324401,0.000132480589857138,5.46305451512997e-09,5.21195249714803e-06,-9.60493316315065e-19,0.141222346791463,-7.77298882745539e-19,79.2035749135788,0,11.2602717955253,0.000132480636347834,0,5.2119310194428e-06,0,0.141222346794795,0,1,1,NONE
0.11,79.2035747996285,2.17049785414779e-05,11.2602725028335,0.000393155502507243,1.56581588827088e-08,1.45335483976886e-05,2.65327248368476e-06,0.141222346899081,1.0247956902137e-07,79.2035749135788,2.17050213454848e-05,11.2602717955253,0.000393155643701411,6.14860983947132e-19,1.45334842219572e-05,2.65327335693535e-06,0.141222346794795,1.02479135639176e-07,1,1,NONE
0.12,79.2035747225351,6.58668251719664e-05,11.2602729686177,0.000649638907787197,2.50283095499625e-08,2.2800272514137e-05,7.90463780191357e-06,0.141222347103602,2.93689754026934e-07,79.2035749135788,6.58669514555576e-05,11.2602717955253,0.000649639145255918,1.82824083315646e-18,2.28001659436836e-05,7.90464044302305e-06,0.141222346794795,2.93688456442317e-07,1,1,NONE
0.13,79.2035746448301,0.00013304987187808,11.2602734291109,0.000902004362693647,3.35937508407556e-08,3.00493096374098e-05,1.57110795721225e-05,0.141222347395613,5.63164936261838e-07,79.2035749135788,0.000133050119909295,11.2602717955253,0.000902004697847148,3.626578370241e-18,3.00491610213919e-05,1.57110848908256e-05,0.141222346794795,5.63162345503139e-07,1,1,NONE
0.14,79.2035745666343,0.000223792450711845,11.2602738834637,0.0011503238660684,4.13691666889527e-08,3.63173028054238e-05,2.60303615882102e-05,0.141222347765482,9.00812340585017e-07,79.2035749135788,0.000223792856408134,11.2602717955253,0.00115032430015163,5.99599517518699e-18,3.63171125335978e-05,2.60303705077197e-05,0.141222346794795,9.00808029461183e-07,1,1,NONE
0.15,79.2035744880675,0.000338607263896029,11.2602743306555,0.00139466789071438,4.83644657516174e-08,4.16403564019952e-05,3.88210116329976e-05,0.141222348203465,1.29690657901925e-06,79.2035749135788,0.000338607860891601,11.2602717955253,0.00139466842480111,8.92231610363564e-18,4.16401248998284e-05,3.88210250883272e-05,0.141222346794795,1.29690012215147e-06,1,1,NONE
0.16,79.2035744092471,0.000477981752909961,11.2602747694913,0.00163510541494054,5.45855362860983e-08,4.60540392355239e-05,5.40423056133639e-05,0.141222348699792,1.74208422550082e-06,79.2035749135788,0.000477982572635026,11.2602717955253,0.00163510604992617,1.23910896964056e-17,4.60537669597085e-05,5.40423245496038e-05,0.141222346794795,1.74207519945143e-06,1,1,NONE
0.17,79.2035743302875,0.000642378466540166,11.2602751985999,0.00187170395354505,6.00349708489838e-08,4.95933875995259e-05,7.1654252012363e-05,0.141222349244768,2.22733842163506e-06,79.2035749135788,0.000642379538313481,11.2602717955253,0.00187170469013818,1.6387608461573e-17,4.9593075033823e-05,7.16542773828965e-05,0.141222346794795,2.22732640513135e-06,1,1,NONE
0.18,79.203574251299,0.000832235427878997,11.2602756164326,0.00210452958824591,6.47127609293341e-08,5.22929083168045e-05,9.16175766527282e-05,0.141222349828847,2.74401351328486e-06,79.2035749135788,0.00083223677901514,11.2602717955253,0.00210453042695877,2.08969290109292e-17,5.22925559682472e-05,9.16176094173749e-05,0.141222346794795,2.74399808753397e-06,1,1,NONE
0.19,79.2035741723865,0.00104796650025358,11.2602760212638,0.00233364699756798,6.86169616322641e-08,5.41865817692427e-05,0.000113893707766262,0.141222350442724,3.28379971783839e-06,79.2035749135788,0.00104796815618633,11.2602717955253,0.00233364793870575,2.5903892033147e-17,5.41861901645721e-05,0.000113893748889334,0.141222346794795,3.28378046692763e-06,1,1,NONE
