timeSeconds,uNonlinear,vNonlinear,wNonlinear,pNonlinear,qNonlinear,rNonlinear,phiNonlinear,thetaNonlinear,psiNonlinear,uLinear,vLinear,wLinear,pLinear,qLinear,rLinear,phiLinear,thetaLinear,psiLinear,validDomain,physicalConverged,guardReason
0,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.01,32.5081027705836,-5.74532814018212e-19,12.9700907574871,2.22364863758012e-19,2.2051113366865e-12,-7.46544947390181e-19,8.42907181899798e-22,0.379626967628791,4.92084426372041e-22,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.02,32.5081027705886,-6.56277450005093e-19,12.9700907574851,-1.62437721076237e-17,4.40004140526438e-12,-2.60819768560976e-18,-8.34186457853085e-20,0.379626967628824,-1.76087619107422e-20,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.03,32.5081027705933,-4.14915817438456e-18,12.9700907574839,-2.47616514975068e-17,6.58458121128894e-12,-2.81594478383238e-18,-3.43290900044933e-19,0.379626967628879,-5.65586846857868e-20,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.04,32.5081027705977,-3.94482590890024e-18,12.9700907574834,-2.9082946977556e-17,8.75852346423758e-12,-3.63079686036483e-18,-6.02657729148646e-19,0.379626967628955,-8.66128637590837e-20,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.05,32.5081027706018,-6.07014359162261e-18,12.9700907574835,-3.69030142629469e-17,1.09216662589415e-11,-5.39869873694208e-18,-8.64762853642866e-19,0.379626967629054,-1.2494283840538e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.06,32.5081027706056,-8.31310870625051e-18,12.9700907574844,-3.25093158562951e-17,1.30738100109257e-11,-4.56101627571709e-18,-1.21719081576225e-18,0.379626967629174,-1.91505827550594e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.07,32.5081027706091,-1.3145834853482e-17,12.9700907574859,-4.08550946032463e-17,1.52147579243879e-11,-3.83858493276568e-18,-1.64282945539378e-18,0.379626967629315,-2.41709939183633e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.08,32.5081027706124,-1.97900523774798e-17,12.9700907574881,-4.48659857585015e-17,1.73443176601218e-11,-6.35853603159189e-18,-2.15824182664369e-18,0.379626967629478,-3.11110058135446e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.09,32.5081027706153,-2.43236169049418e-17,12.970090757491,-4.08067995213143e-17,1.94622987556355e-11,-3.04332365100165e-18,-2.62637929775718e-18,0.379626967629662,-3.62251825396925e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.1,32.5081027692311,1.22223953076301e-05,12.9700907569412,6.45896979811507e-07,-3.92864226370511e-10,-7.01164737143201e-06,-3.00658813880198e-18,0.379626967629867,-3.9430228897435e-19,32.5081027705783,1.2222395307612e-05,12.9700907574897,6.45896979845881e-07,0,-7.0116473714009e-06,0,0.37962696762878,0,1,1,NONE
0.11,32.5081027665116,4.13580283342739e-05,12.9700907555542,2.07050943872158e-06,-1.23041742473705e-09,-2.09725525415467e-05,-4.26356547848916e-08,0.379626967621776,-1.50814348970587e-07,32.5081027705783,4.13580283336095e-05,12.9700907574897,2.07050943945043e-06,-1.97133534212333e-21,-2.09725525470313e-05,-4.26356547859163e-08,0.37962696762878,-1.5081434898508e-07,1,1,NONE
0.12,32.5081027638344,7.51695730191188e-05,12.9700907538785,3.62351085024391e-06,-2.07979314682401e-09,-3.48713831572424e-05,-1.25951621598332e-07,0.379626967605232,-4.51604606610581e-07,32.5081027705783,7.51695730173922e-05,12.9700907574897,3.62351085277979e-06,-5.38933512860089e-21,-3.48713831734497e-05,-1.25951621629421e-07,0.37962696762878,-4.5160460673119e-07,1,1,NONE
0.13,32.508102761188,0.000113644775254002,12.9700907519091,5.30144728726611e-06,-2.94192421887512e-09,-4.87083699326568e-05,-2.48434249220017e-07,0.379626967580078,-9.0170372676747e-07,32.5081027705783,0.000113644775251021,12.9700907574897,5.30144729299784e-06,-9.85733782060822e-21,-4.87083699644924e-05,-2.48434249323738e-07,0.37962696762878,-9.01703727145149e-07,1,1,NONE
