timeSeconds,uNonlinear,vNonlinear,wNonlinear,pNonlinear,qNonlinear,rNonlinear,phiNonlinear,thetaNonlinear,psiNonlinear,uLinear,vLinear,wLinear,pLinear,qLinear,rLinear,phiLinear,thetaLinear,psiLinear,validDomain,physicalConverged,guardReason
0,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.01,79.2035749135921,1.3420998711166e-20,11.2602717955202,-2.21604767649638e-18,-6.97392413270947e-12,-3.31154791239665e-18,-2.22673211702343e-20,0.141222346794759,-8.64426611143899e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.02,79.2035749136061,9.6228881108785e-19,11.2602717955097,-1.00278872774795e-17,-1.38458152806138e-11,-4.72978128591185e-18,-5.65234224479169e-20,0.141222346794655,-2.62576272259139e-20,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.03,79.2035749136207,2.91986067174861e-18,11.2602717954939,-7.55269074683347e-18,-2.0610640862913e-11,-7.13185702552129e-18,-1.33183270622011e-19,0.141222346794483,-7.75971969681203e-20,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.04,79.203574913636,7.90965272382705e-18,11.260271795473,-8.57910372027618e-18,-2.72635781843869e-11,-7.03399497128978e-18,-2.43878917423238e-19,0.141222346794243,-1.45380525580466e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.05,79.203574913652,1.33029951939044e-17,11.2602717954471,-9.66934115734045e-18,-3.38000208881601e-11,-8.26627350947633e-18,-3.19684904109896e-19,0.141222346793937,-2.20114645262985e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.06,79.2035749136686,1.92801466213154e-17,11.2602717954163,-1.12953574477998e-17,-4.02155613673766e-11,-9.91022288137795e-18,-4.61529921489603e-19,0.141222346793567,-3.16501807808572e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.07,79.2035749136858,2.4956278832798e-17,11.2602717953808,-1.13178531439427e-17,-4.65060226730957e-11,-1.03428553535915e-17,-5.79056687232738e-19,0.141222346793133,-4.20923744441557e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.08,79.2035749137036,3.33270779112314e-17,11.2602717953406,-1.34594226398796e-17,-5.26674287516679e-11,-1.1938040579267e-17,-7.06926727047613e-19,0.141222346792637,-5.2525109818215e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.09,79.203574913722,4.19602390751784e-17,11.260271795296,-1.08953100035498e-17,-5.86960072582863e-11,-1.22722972402135e-17,-8.37747799031328e-19,0.14122234679208,-6.45312368450015e-19,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.1,79.2035749060171,6.38557795665096e-05,11.2602717941489,4.4836670648371e-06,-5.84424671190857e-10,-3.70356555400094e-05,-9.60493316315065e-19,0.141222346791463,-7.77298882745539e-19,79.2035749135788,6.38557795662992e-05,11.2602717955253,4.48366706483582e-06,0,-3.70356555399036e-05,0,0.141222346794795,0,1,1,NONE
0.11,79.203574889957,0.000250649449786999,11.2602717909943,1.39886201088702e-05,-1.6684670884333e-09,-0.000110131689498621,-1.39281255074653e-08,0.141222346780301,-7.4570325228192e-07,79.2035749135788,0.000250649449917477,11.2602717955253,1.39886201175867e-05,-2.27778272895772e-20,-0.000110131689579224,-1.39281255208771e-08,0.141222346794795,-7.45703252484778e-07,1,1,NONE
0.12,79.2035748728814,0.000495513686045811,11.260271786843,2.40019753497153e-05,-2.80432445156828e-09,-0.000182243427964482,-3.3429203775579e-08,0.141222346758043,-2.22476389857603e-06,79.2035749135788,0.000495513686531964,11.2602717955253,2.40019753778034e-05,-6.74227580914361e-20,-0.000182243428208697,-3.34292038725538e-08,0.141222346794795,-2.22476390022041e-06,1,1,NONE
0.13,79.2035748542941,0.000797630502988808,11.2602717815826,3.45008932454782e-05,-4.00580075629113e-09,-0.000253364086794096,-5.21300684324557e-08,0.141222346724071,-4.42720497083098e-06,79.2035749135788,0.000797630504139722,11.2602717955253,3.45008933054561e-05,-1.33176943898087e-19,-0.000253364087285106,-5.21300687343958e-08,0.141222346794795,-4.4272049760023e-06,1,1,NONE
0.14,79.2035748335917,0.00115617607676005,11.2602717750686,4.5462911748112e-05,-5.28705240106865e-09,-0.0003234871889291,-6.38746281746508e-08,0.141222346677644,-7.34298252916476e-06,79.2035749135788,0.00115617607897283,11.2602717955253,4.54629118545442e-05,-2.1926374284163e-19,-0.000323487189750033,-6.3874628861573e-08,0.141222346794795,-7.34298254080002e-06,1,1,NONE
0.15,79.2035748100704,0.00157032101793469,11.2602717671238,5.68659437765024e-05,-6.66248337097033e-09,-0.000392606563927129,-6.27205407689242e-08,0.141222346617906,-1.09619887614918e-05,79.2035749135788,0.00157032102170028,11.2602717955253,5.68659439460605e-05,-3.24889117822714e-19,-0.000392606565160874,-6.27205420866547e-08,0.141222346794795,-1.09619887833817e-05,1,1,NONE
0.16,79.2035747829319,0.00203923064363526,11.2602717575371,6.86882746977804e-05,-8.14664238867023e-09,-0.000460716347389086,-4.29359115382641e-08,0.141222346543902,-1.52740550778847e-05,79.2035749135788,0.00203923064954654,11.2602717955253,6.86882749495124e-05,-4.49243025518752e-19,-0.000460716349118124,-4.29359138050638e-08,0.141222346794795,-1.5274055114673e-05,1,1,NONE
0.17,79.2035747512899,0.00256206524874992,11.2602717460629,8.09085598165283e-05,-9.7541222795555e-09,-0.000527810980284179,1.00398389567944e-09,0.141222346454592,-2.02689551986293e-05,79.2035749135788,0.00256206525751239,11.2602717955253,8.09085601719855e-05,-5.91500794954245e-19,-0.000527810982590601,1.00398028230203e-09,0.141222346794795,-2.02689552558124e-05,1,1,NONE
0.18,79.2035747141761,0.00313798037617296,11.2602717324208,9.35058218702455e-05,-1.14994617449372e-08,-0.000593885208174758,7.44199528274737e-08,0.141222346348863,-2.5936408234953e-05,79.2035749135788,0.00313798038861822,11.2602717955253,9.35058223537763e-05,-7.50824494353586e-19,-0.000593885211140302,7.44199473836303e-08,0.141222346794795,-2.59364083188788e-05,1,1,NONE
0.19,79.203574670546,0.00376612708598888,11.2602717162955,0.000106459448530634,-1.33970499025071e-08,-0.000658934080342415,1.82432114841212e-07,0.141222346225541,-3.22660817614201e-05,79.2035749135788,0.00376612710309125,11.2602717955253,0.000106459449169655,-9.26364285034793e-19,-0.000658934084048574,1.82432106990337e-07,0.141222346794795,-3.22660818792875e-05,1,1,NONE
