timeSeconds,uNonlinear,vNonlinear,wNonlinear,pNonlinear,qNonlinear,rNonlinear,phiNonlinear,thetaNonlinear,psiNonlinear,uLinear,vLinear,wLinear,pLinear,qLinear,rLinear,phiLinear,thetaLinear,psiLinear,validDomain,physicalConverged,guardReason
0,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.005,79.2035749135854,-2.98625413020271e-19,11.2602717955235,-1.32016306398526e-18,-3.49905447015991e-12,-6.37178515446232e-19,-5.56683029255858e-21,0.141222346794786,-2.16106652785975e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.01,79.2035749135921,-4.68648405037344e-19,11.2602717955202,1.77206386696348e-18,-6.97326011771859e-12,-7.86039994177229e-19,3.0965322847328e-21,0.14122234679476,-4.19271492781811e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.015,79.203574913599,-1.30874366279394e-18,11.2602717955156,3.40494871205327e-18,-1.04219664651755e-11,1.05807944854181e-18,2.30829869614159e-20,0.141222346794716,-8.68710359955452e-22,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.02,79.2035749136061,-1.9332855004724e-18,11.2602717955097,5.7489843806476e-18,-1.38445388727558e-11,1.50910201450976e-18,3.95389864783198e-20,0.141222346794655,4.32187547806671e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.025,79.2035749136133,-2.22818121043188e-18,11.2602717955025,3.6236052523349e-18,-1.72403552974998e-11,2.18288260997944e-19,6.04284986181799e-20,0.141222346794578,5.60044224664307e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.03,79.2035749136207,-1.51650848334021e-18,11.260271795494,1.83132386675344e-18,-2.06088075390219e-11,5.69379257796459e-19,7.39015156658321e-20,0.141222346794483,8.67585578394147e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.035,79.2035749136283,5.8564691728738e-20,11.2602717954842,-8.43890028920543e-21,-2.39492996777722e-11,-1.28375107169721e-19,8.10388322897633e-20,0.141222346794372,1.24085838221715e-20,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.04,79.203574913636,5.71956339865106e-19,11.2602717954731,-2.64701589717726e-20,-2.72612454430825e-11,-5.3763381611066e-19,7.79299877670456e-20,0.141222346794243,9.64617361706902e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.045,79.2035749136439,4.895677291935e-19,11.2602717954608,-2.10139710054588e-18,-3.05440778208864e-11,-7.28326988724811e-19,8.06067649402821e-20,0.141222346794099,1.02079655178422e-20,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.05,79.203574913652,-2.1886310596268e-19,11.2602717954472,-3.16512282773533e-18,-3.37972408334049e-11,-1.41196883021772e-18,6.45438728425854e-20,0.141222346793938,7.21117504673504e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.055,79.2035749136602,1.64027960350687e-19,11.2602717954324,-4.5025355744169e-18,-3.70201908030645e-11,-2.4327578199193e-18,4.99231966200744e-20,0.141222346793761,-1.93951359900307e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
0.06,79.2035749136686,1.80979763034121e-18,11.2602717954164,-4.71292271578015e-18,-4.02123970970475e-11,-1.38839262088294e-18,3.18495055845648e-20,0.141222346793568,-8.83407472822937e-21,79.2035749135788,0,11.2602717955253,0,0,0,0,0.141222346794795,0,1,1,NONE
