timeSeconds,uNonlinear,vNonlinear,wNonlinear,pNonlinear,qNonlinear,rNonlinear,phiNonlinear,thetaNonlinear,psiNonlinear,uLinear,vLinear,wLinear,pLinear,qLinear,rLinear,phiLinear,thetaLinear,psiLinear,validDomain,physicalConverged,guardReason
0,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.01,32.5081027705836,-5.74532814018212e-19,12.9700907574871,2.22364863758012e-19,2.2051113366865e-12,-7.46544947390181e-19,8.42907181899798e-22,0.379626967628791,4.92084426372041e-22,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.02,32.5081027705886,-6.56277450005093e-19,12.9700907574851,-1.62437721076237e-17,4.40004140526438e-12,-2.60819768560976e-18,-8.34186457853085e-20,0.379626967628824,-1.76087619107422e-20,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.03,32.5081027705933,-4.14915817438456e-18,12.9700907574839,-2.47616514975068e-17,6.58458121128894e-12,-2.81594478383238e-18,-3.43290900044933e-19,0.379626967628879,-5.65586846857868e-20,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.04,32.5081027705977,-3.94482590890024e-18,12.9700907574834,-2.9082946977556e-17,8.75852346423758e-12,-3.63079686036483e-18,-6.02657729148646e-19,0.379626967628955,-8.66128637590837e-20,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.05,32.5081027706018,-6.07014359162261e-18,12.9700907574835,-3.69030142629469e-17,1.09216662589415e-11,-5.39869873694208e-18,-8.64762853642866e-19,0.379626967629054,-1.2494283840538e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.06,32.5081027706056,-8.31310870625051e-18,12.9700907574844,-3.25093158562951e-17,1.30738100109257e-11,-4.56101627571709e-18,-1.21719081576225e-18,0.379626967629174,-1.91505827550594e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.07,32.5081027706091,-1.3145834853482e-17,12.9700907574859,-4.08550946032463e-17,1.52147579243879e-11,-3.83858493276568e-18,-1.64282945539378e-18,0.379626967629315,-2.41709939183633e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.08,32.5081027706124,-1.97900523774798e-17,12.9700907574881,-4.48659857585015e-17,1.73443176601218e-11,-6.35853603159189e-18,-2.15824182664369e-18,0.379626967629478,-3.11110058135446e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.09,32.5081027706153,-2.43236169049418e-17,12.970090757491,-4.08067995213143e-17,1.94622987556355e-11,-3.04332365100165e-18,-2.62637929775718e-18,0.379626967629662,-3.62251825396925e-19,32.5081027705783,0,12.9700907574897,0,0,0,0,0.37962696762878,0,1,1,NONE
0.1,32.5081030651167,5.81301224597188e-06,12.9700902265099,0.000376315836517265,1.47941600356996e-08,-7.58531614899716e-05,-3.00658813880198e-18,0.379626967629867,-3.9430228897435e-19,32.5081027705783,5.81265429293152e-06,12.9700907574897,0.000376335439380106,6.70175791469041e-18,-7.58594938912006e-05,0,0.37962696762878,0,1,1,NONE
0.11,32.5081037173904,0.000163913197433703,12.9700891629753,0.00111793597892035,3.64320603110276e-08,-0.000230187124475115,6.89074415743755e-06,0.379626967911899,-1.64048035536541e-06,32.5081027705783,0.000163921314862194,12.9700907574897,0.00111799351337625,1.97925703629266e-17,-0.000230206292014691,6.89108228927854e-06,0.37962696762878,-1.64061717602194e-06,1,1,NONE
0.12,32.5081044320516,0.00046836351028676,12.9700880919336,0.00184879008879098,4.82360352267066e-08,-0.000387048396648344,2.05224895330171e-05,0.379626968403825,-4.95642437093598e-06,32.5081027705783,0.00046838921673662,12.9700907574897,0.00184888434228983,3.24927113415538e-17,-0.000387080559924183,2.05234873801444e-05,0.37962696762878,-4.95683709264246e-06,1,1,NONE
0.13,32.5081052079522,0.000919048688552433,12.9700870041522,0.00256906868579994,4.79737574526216e-08,-0.000546358464521409,4.07786131794664e-05,0.379626969059852,-9.97461643793231e-06,32.5081027705783,0.000919101043730047,12.9700907574897,0.00256919849687463,4.47418567330256e-17,-0.000546403776908157,4.07805798335151e-05,0.37962696762878,-9.97544583557715e-06,1,1,NONE
0.14,32.5081060435185,0.00151584214113696,12.970085886595,0.00327895822266494,3.34391894842159e-08,-0.000708040031222561,6.7544687600776e-05,0.379626969844177,-1.67210022410667e-05,32.5081027705783,0.0015159301540116,12.9700907574897,0.00327912247932316,5.64811149916473e-17,-0.000708098639331035,6.75479201937794e-05,0.37962696762878,-1.67223907060633e-05,1,1,NONE
