checkId,theta75_deg,Vtip_fps,sourceBladeMass_kg,genericBladeMass_kg,sourceIbDirect_kgm2,genericIb_kgm2,sourceIbIntegrated_kgm2,IbIntegrationDifference_pct,sourceSblade_kgm,genericSblade_kgm,genericBeta0_deg,sourceBeta0_deg,genericCT,sourceCT,CTRelativeChange_pct,genericCP,sourceCP,CPRelativeChange_pct,genericFM,sourceFM,FMRelativeChange_pct,thrustRelativeChange_pct,torqueRelativeChange_pct,maxAbsCoefficientChange_pct
XV15_MASS_PROPERTY_SINGLE_FACTOR_20260825,10,768,60.473485296049,45,142.360884574797,217.7415,139.062963338758,-2.31659226190478,63.0946874462589,85.725,1.25455780570237,1.94250432673873,0.00821989561522456,0.00821989561495481,-3.28162355940176e-09,0.000699813773812477,0.00069981377360352,-2.98590187248305e-08,0.753012125897149,0.753012126084925,2.49365935036986e-08,-3.2816280039189e-09,-2.98590191412842e-08,2.98590187248305e-08
