time,u,v,w,p,q,r,phi,theta,psi,betaML,betaMR,betaMLdot,betaMRdot,betaSym,betaDiff,lateralForceN,rollMomentNm,yawMomentNm,limitActive,analysisGuardValid,bodySpeedMps,alphaRad,sideslipRad
1.075,32.5077308378369,1.8170821007175e-15,12.9716628766387,1.38463389099978e-16,0.000738403772580431,-3.1404522968188e-17,5.02003717498501e-17,0.379659375069756,-3.55078821056575e-17,0.787361658805942,0.787361658805942,0.0458148928648511,0.0458148928648511,0.787361658805942,0,2.6870435759493e-12,2.89395614686345e-11,2.32313258232035e-11,1,1,35.0002371707738,0.379672624962081,5.19162796483796e-17
1.1,32.5075179927842,1.89621751992177e-15,12.9729880369723,1.48505590381171e-16,0.000925218448625363,-3.04346800335652e-17,5.39344704457451e-17,0.37968025318473,-3.61671472154442e-17,0.788670655744938,0.788670655744938,0.0589048622548086,0.0589048622548086,0.788670655744938,0,6.3850019900046e-13,1.43792206539718e-11,1.45722273850851e-12,1,1,35.0005306339578,0.37971004365935,5.41768220531504e-17
1.125,32.5072801478367,1.972184184151e-15,12.9748337860521,1.27338082795294e-16,0.0010957415086263,-4.01615326868717e-17,5.76035580916106e-17,0.379705617029339,-3.69689862142283e-17,0.790306901918682,0.790306901918682,0.0719948316447661,0.0719948316447661,0.790306901918682,0,2.78790197056931e-12,-1.47263859923413e-11,-1.30156521091825e-11,1,1,35.0009939056824,0.379761540421205,5.63465194578607e-17
1.15,32.5070302899997,2.05731252192884e-15,12.9772674505543,1.26948788446076e-16,0.00124691246459946,-4.33565583615694e-17,6.00854116727227e-17,0.379735021164412,-3.81512546907887e-17,0.792270397327176,0.792270397327176,0.0850848010347236,0.0850848010347236,0.792270397327176,0,1.29091547620906e-12,2.89228757646347e-11,-5.66979385946213e-12,1,1,35.0016640855571,0.379828762808093,5.87775631724254e-17
1.175,32.50678211607,2.1483478229343e-15,12.9803532181157,1.16200324341207e-16,0.00137565723331936,-4.87369776871599e-17,6.33226103921555e-17,0.379767943444714,-3.93490576657636e-17,0.794561141970418,0.794561141970418,0.098174770424681,0.098174770424681,0.794561141970418,0,2.95767863918788e-12,-1.87167695949422e-13,1.69161879516123e-12,1,1,35.0025778080514,0.379913266655304,6.13768458630532e-17
1.2,32.5065499095034,2.23965940626111e-15,12.9841521311369,1.46727842681593e-16,0.00147889190099869,-4.72276634962273e-17,6.57441467854125e-17,0.379803784726557,-4.06457985781922e-17,0.79717913584841,0.79717913584841,0.111264739814639,0.111264739814639,0.79717913584841,0,2.19584844520156e-12,-2.93027586365442e-11,-1.2799534501752e-11,1,1,35.0037711337441,0.380016516954716,6.39833747542146e-17
1.225,32.506348418834,2.32870647041095e-15,12.988722081832,1.1537933257686e-16,0.00149824786848798,-5.49273838541668e-17,6.83825550927346e-17,0.379841868668664,-4.20207657538505e-17,0.800097108191588,0.80012437896115,0.117809724509617,0.124354709204596,0.800110743576369,1.36353847812187e-05,0.0251160744961892,4.03465872242649,-0.43456943336603,1,1,35.0052794424741,0.38013988873699,6.65244359565197e-17
1.25,32.5062095952383,1.39251329099142e-06,12.9940594907271,2.2546974423282e-05,0.0014870921259894,-5.63096464929117e-07,7.0208129922407e-08,0.37988006988981,-1.90498482702936e-09,0.803096892843453,0.80339687130864,0.124354709204596,0.137444678594553,0.803246882076047,0.000149989232593295,0.271600646243929,43.6595083387283,-4.98633725213173,1,1,35.0071313348883,0.380282942345387,3.97779891665568e-08
1.275,32.5061642402728,2.17087797760072e-05,13.0001375784495,0.000122215684408727,0.00138896081535484,-3.3775553833302e-06,1.38711164018819e-06,0.379916218463487,-3.98223517983336e-08,0.806151219034443,0.806996612890878,0.124354709204596,0.150534647984511,0.806573915962661,0.000422696928217392,0.798898675055495,121.144161262707,-14.4995249445212,1,1,35.0093457618773,0.380444633514052,6.2008527447685e-07
1.3,32.5062248658315,9.87791242346131e-05,13.0069667596135,0.000362312814019972,0.00125754813699909,-1.06222075845846e-05,6.51245075040739e-06,0.379949507710867,-1.98852425569465e-07,0.809205545225433,0.810923603707865,0.124354709204596,0.163624617374468,0.810064574466649,0.000859029241215947,1.75097767866226,242.486895254659,-30.2118962239845,1,1,35.0119385256437,0.380625097096621,2.82129834548852e-06
