betaMDeg,leftProjectedWakeIndex,rightProjectedWakeIndex
15,0.965925826289068,0.965925826289068
15,0.965925826289068,0.965925826289068
15,0.965925826289068,0.965925826289068
45,0.707106781186548,0.707106781186548
45,0.707106781186548,0.707106781186548
45,0.707106781186548,0.707106781186548
75,0.258819045102521,0.258819045102521
