Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31
1.8,32.5081027600782,0.000850594483047595,5.59365686459799e-05,2.22613172016606e-11,-1.84303431400888e-06,5.09709272858836e-05,0.379626967912638,2.25370358923652e-07,0.785398163397448,0,32.5081027705783,0.000850594406798458,5.5936567022941e-05,-1.86784698183838e-17,-1.84303131753973e-06,5.09709263189184e-05,0.37962696762878,2.25371420242095e-07,0.785398163397448,0,-1.05000950156864e-08,7.62491368872312e-11,1.62303891572228e-12,2.22613358801304e-11,-2.99646915298306e-12,9.66965216394038e-13,2.83857881644423e-10,-1.06131844329125e-12,0,0
1.85,32.5081027598018,0.000909141386027369,5.62869151558887e-05,1.27957535316534e-11,-1.87059919396169e-06,5.37401582548649e-05,0.379626967918359,1.24995878151219e-07,0.785398163397448,0,32.5081027705783,0.000909141300983601,5.62869134742e-05,-2.02264866468332e-17,-1.87059588454192e-06,5.37401572681178e-05,0.37962696762878,1.24997108809948e-07,0.785398163397448,0,-1.07764819290423e-08,8.5043767926278e-11,1.68168875092772e-12,1.27957737581401e-11,-3.30941977347407e-12,9.8674713555234e-13,2.89579638046433e-10,-1.23065872835296e-12,0,0
1.9,32.508102759515,0.000968868806618406,5.6573091342148e-05,6.71740606584665e-12,-1.86560017937814e-06,5.65250325339267e-05,0.379626967923977,2.39932819563916e-08,0.785398163397448,0,32.5081027705783,0.000968868712095703,5.65730895970288e-05,-2.18139910427393e-17,-1.86559654086711e-06,5.65250315307575e-05,0.37962696762878,2.39946992432994e-08,0.785398163397448,0,-1.10632640826225e-08,9.45227033579896e-11,1.74511917910109e-12,6.7174278798377e-12,-3.63851102753863e-12,1.00316925447964e-12,2.95197255528734e-10,-1.41728690778577e-12,0,0
1.95,32.5081027592154,0.00102968278026118,5.67977866512042e-05,4.45861884219945e-12,-1.8266582859902e-06,5.93230762771026e-05,0.379626967929579,-7.58451739520302e-08,0.785398163397448,0,32.5081027705783,0.00102968267554894,5.6797784837711e-05,-2.34371236211038e-17,-1.82665430246193e-06,5.93230752609402e-05,0.37962696762878,-7.58435518920901e-08,0.785398163397448,0,-1.13629070597199e-08,1.04712245384969e-10,1.81349324392035e-12,4.45864227932308e-12,-3.98352826707526e-12,1.01616236041976e-12,3.00799163355236e-10,-1.62205994001608e-12,0,0
2,32.5081027589005,0.00109148829110965,5.69634600161957e-05,6.43729482107086e-12,-1.75254468037784e-06,6.21319699393745e-05,0.379626967935257,-1.72657152475914e-07,0.785398163397448,0,32.5081027705783,0.00109148817547173,5.69634581291836e-05,-2.50919865913424e-17,-1.75254033614773e-06,6.2131968913709e-05,0.37962696762878,-1.72655306655183e-07,0.785398163397448,0,-1.16777343350805e-08,1.15637912006389e-10,1.88701204455969e-12,6.43731991305745e-12,-4.34423010865806e-12,1.02566548732929e-12,3.06476954925472e-10,-1.84582073077017e-12,0,0
2.05,32.5081027585684,0.00115418944166902,5.70723670962198e-05,1.3054292881223e-11,-1.64217312008051e-06,6.49495345529926e-05,0.379626967941104,-2.64518105117856e-07,0.785398163397448,0,32.5081027705783,0.00115418931434454,5.70723651304866e-05,-2.67746636393791e-17,-1.64216839973403e-06,6.49495335213652e-05,0.37962696762878,-2.64516015721437e-07,0.785398163397448,0,-1.20098775369115e-08,1.27324481253438e-10,1.96573320636459e-12,1.30543196558867e-11,-4.72034647773764e-12,1.03162737955052e-12,3.12324222040417e-10,-2.08939641915597e-12,0,0
2.1,32.508102758217,0.00121768962060102,5.71265848103904e-05,2.46909502546632e-11,-1.49459302385858e-06,6.77737194387753e-05,0.379626967947215,-3.49448753006584e-07,0.785398163397448,0,32.5081027705783,0.00121768948080507,5.71265827606717e-05,-2.84812385047141e-17,-1.49458791234371e-06,6.77737184047575e-05,0.37962696762878,-3.49446399413565e-07,0.785398163397448,0,-1.23612551305996e-08,1.39795951073843e-10,2.04971868471293e-12,2.46909787359017e-11,-5.1115148698353e-12,1.03401778784283e-12,3.18435333657163e-10,-2.35359301831357e-12,0,0
2.15,32.5081027578447,0.00128189166862693,5.71280334188457e-05,4.17067327729109e-11,-1.30898310247236e-06,7.0602591211887e-05,0.379626967953684,-4.25422210909965e-07,0.785398163397448,0,32.5081027705783,0.00128189151555169,5.71280312799395e-05,-3.02078122981483e-17,-1.3089775851519e-06,7.060259017908e-05,0.37962696762878,-4.25419571715323e-07,0.785398163397448,0,-1.27335368915737e-08,1.53075235213157e-10,2.13890626672882e-12,4.17067629807232e-11,-5.51732046517644e-12,1.0328069508566e-12,3.24904325665898e-10,-2.63919464249764e-12,0,0
2.2,32.5081027574502,0.00134669804244704,5.7078496380321e-05,6.44370910959053e-11,-1.08464548695303e-06,7.34343239550251e-05,0.379626967960603,-4.90370782610787e-07,0.785398163397448,0,32.5081027705783,0.00134669787526279,5.70784941467278e-05,-3.19505196032469e-17,-1.08463954967106e-06,7.34343229270415e-05,0.37962696762878,-4.90367835651222e-07,0.785398163397448,0,-1.31281225890234e-08,1.6718425688983e-10,2.23359313222772e-12,6.44371230464249e-11,-5.93728196947606e-12,1.02798361999428e-12,3.31823735155723e-10,-2.9469595643376e-12,0,0
2.25,32.5081027570322,0.001412010976583,5.69796381910139e-05,9.31914411725713e-11,-8.21000297956625e-07,7.62671904438608e-05,0.379626967968063,-5.42192452827489e-07,0.785398163397448,0,32.5081027705783,0.00141201079443922,5.69796358577468e-05,-3.37055434024568e-17,-8.2099392699189e-07,7.62671894243223e-05,0.37962696762878,-5.42189175208537e-07,0.785398163397448,0,-1.35460922479069e-08,1.82143784430155e-10,2.33326706344577e-12,9.31914748781147e-11,-6.37096473508291e-12,1.01953856598488e-12,3.39283268147028e-10,-3.27761895146147e-12,0,0
